第637回,1,4,7,8,9,20,21,11,30
第638回,1,6,18,19,35,36,37,11,24
第639回,5,9,12,15,30,31,34,13,29
第640回,2,7,9,12,13,14,29,15,30
第641回,1,3,7,23,24,33,36,17,30
第642回,1,7,22,23,33,34,35,2,24
第643回,1,5,15,16,18,27,34,19,22
第644回,1,11,12,14,20,26,29,2,5
第645回,7,10,16,20,26,32,35,24,33
第646回,5,12,13,15,18,35,37,11,29
第647回,4,5,9,13,17,22,28,18,31
第648回,3,17,19,24,28,29,35,7,13
第649回,12,22,23,26,33,35,37,2,21
第650回,1,8,10,14,25,33,35,12,21
第651回,2,13,19,20,24,26,35,29,36
第652回,1,16,21,26,27,30,35,6,37
第653回,6,7,12,25,26,30,33,13,15
第654回,3,12,25,29,30,32,33,28,31
第655回,4,5,12,13,24,26,33,3,14
第656回,1,4,6,20,30,34,37,14,25
第657回,9,11,16,23,27,29,32,6,24
第658回,10,12,16,18,19,22,37,11,20
第659回,2,8,9,14,27,34,36,5,18
第660回,4,6,12,13,16,17,31,14,20
第661回,7,12,17,22,31,34,35,20,32
第662回,4,14,15,21,22,24,37,5,20
第663回,4,6,10,11,13,17,23,25,32
第664回,3,6,8,14,21,22,31,17,37
第665回,6,8,14,19,22,25,35,12,17
